customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8NQZ-S1JYSJ,Female,1,No,No,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,46.64,1607.68,No
0LZG-W6C0VG,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),63.5,2812.94,Yes
P893-C8677K,Female,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.45,2445.28,No
Q7RE-7OVCI5,Female,1,No,Yes,39,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),62.33,2624.02,No
M5U6-5REN6X,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.46,941.77,No
2IGB-VT9H08,Male,0,Yes,Yes,65,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.77,5302.09,Yes
44EH-V6UJ4H,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),54.71,2243.98,No
OIC1-PLPK4F,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,73.06,3231.91,No
91LS-27WHWT,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,120.0,1693.94,No
NFT0-J3S55I,Female,0,No,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,54.3,1400.54,No
D4UX-AAV1T3,Male,0,No,Yes,19,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.23,1160.0,No
2BAP-PTRWJ5,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.29,5404.06,No
Q4C2-0AGSY6,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.18,2508.09,No
MMQ7-OTDAOK,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),62.87,3551.11,No
CFTD-15AQCX,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.28,335.54,No
WL3K-2MZC23,Male,0,Yes,Yes,56,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,59.09,3618.93,No
L7G2-VH6ALM,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),41.81,1393.91,Yes
X1MN-CM12XH,Female,1,Yes,No,67,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,80.53,5642.32,No
C6M9-4C8E3O,Male,1,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.42,1499.13,No
5ZJ9-4RE5BN,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.91,2420.94,Yes
2038-OAFFG0,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),50.22,207.5,No
I7WA-LWCOHI,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),51.6,504.15,No
B64K-XYR60U,Male,1,Yes,No,61,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,64.75,3610.6,No
6RS3-PHBEBR,Male,0,No,No,55,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),58.01,3401.69,Yes
OV76-CLE7ZI,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,63.85,4075.77,No
HSMN-5TTEFS,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,70.46,3409.53,No
P1B9-160YLT,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,92.5,4158.85,No
G32S-NYVWOM,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),85.42,1206.66,Yes
QIIX-I7UNJ6,Male,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.47,213.01,No
15TQ-M5SWXR,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.21,2173.43,No
CIH1-ZL1QK0,Male,0,No,Yes,16,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,111.99,1690.65,No
FV9E-7DIF04,Male,0,No,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.58,4071.01,Yes
P1RB-ZHV9Q4,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.91,959.28,No
IK2C-MRWF0I,Female,1,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,67.24,910.86,No
GW91-AFFIQX,Male,0,No,No,19,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,101.01,2091.72,Yes
I5V8-7ESIZ2,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),101.54,6952.16,No
UZZL-4ETYFE,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.48,2595.85,No
UJ6E-EEIGZN,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.09,1337.63,No
8GBR-W10X4J,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),88.27,2695.94,No
G8QD-DVBXEO,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,96.4,6806.92,Yes
1D70-5XTYMF,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.86,4112.77,No
O8YE-YMQHBK,Male,1,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,80.47,709.46,No
VSX6-PSGHP8,Female,0,No,Yes,57,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),59.31,3392.86,No
XSA5-31U599,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),84.59,1711.87,Yes
SAT0-9C0RT2,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),34.96,2012.15,No
VL95-QGFV59,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),67.61,3291.53,No
I1FW-PDAK3R,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.29,669.18,No
8LO9-52ZRG5,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,57.28,1605.75,No
O8W0-4XI3Z4,Female,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,53.22,3164.65,No
B25J-959IV1,Female,0,Yes,No,17,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.06,1504.04,No
FU01-TDQQEL,Male,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,83.02,4667.18,No
C498-G0U556,Female,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),38.47,348.17,Yes
F24Z-VBH1R7,Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.79,2306.18,No
I0A5-RX24VK,Female,1,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.38,1668.16,No
OG55-QUINO9,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,26.6,747.94,Yes
EDY2-7I996L,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.54,2253.14,Yes
TH5J-676SOS,Male,1,Yes,No,26,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),45.06,1068.55,No
S3GS-82LAHG,Male,1,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),26.92,1197.21,No
GNRK-LR5YE7,Male,1,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,78.66,2016.99,Yes
S80Z-VTMPVK,Female,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),53.05,1190.45,No
586T-UFN7MO,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.3,473.0,No
0HBF-78FW8J,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),88.89,89.51,No
03K4-Y79GUS,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),58.75,3957.89,No
X1XU-TLD73D,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.74,4075.95,No
7BFS-SCAJ0R,Female,1,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,77.49,5086.75,No
SBBS-XJ93TG,Female,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,79.91,943.59,Yes
IGPI-COUX5X,Female,0,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.95,3401.37,Yes
PMAW-EQ28CR,Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.82,2896.98,No
EQ4Y-19V7NW,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33.82,71.39,No
Z1EV-F7L336,Female,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),50.59,667.12,No
1VKM-8D1T5N,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.3,2307.91,No
UWJ5-N8B5N1,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),27.11,1079.78,No
1P5R-KIMPNI,Female,1,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),29.99,776.02,No
H1YR-5TDBK8,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),71.79,2249.05,No
HYFL-U74NUQ,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),105.86,4781.81,No
2G39-KX5ULK,Male,0,Yes,No,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),65.96,1473.55,Yes
E7NV-54JT1C,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.47,1200.93,No
KJY5-RN5UC7,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.58,511.43,No
7D2H-A3HLFL,Male,0,No,No,59,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.13,2997.0,No
31ZA-TJGZL2,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,70.22,1821.0,Yes
LU5O-LD7VMS,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),103.74,7077.43,No
8RXT-WDYXUM,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),70.21,916.05,Yes
JSNS-A1JTFA,Male,1,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.33,708.7,No
VR0V-90D4NL,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),53.89,719.88,No
LZFC-HVTJ9O,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.69,2618.66,No
JNKB-QWBJFH,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.29,0.0,No
NX3V-T5OOMY,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.47,865.48,No
G0I6-FWIJPG,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),31.17,2007.32,No
VR7M-ESNNL7,Female,1,No,No,11,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.08,1099.7,No
M4AU-VP47MZ,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),49.97,3809.06,No
YQ43-ZJQDCG,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.41,2512.94,No
ONVY-SDDV2F,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,84.17,162.52,Yes
HHL2-Q3ZLKJ,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),66.12,2280.99,No
OPBL-65J56T,Male,1,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,78.96,251.35,Yes
K9DK-O0V707,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.72,2873.78,No
2DW0-QNRDRB,Male,1,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.39,0.0,No
EAD6-GJAY61,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),70.3,4753.93,No
6U24-WE0RM3,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.54,716.86,No
EXQV-7IBJEV,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),64.4,1815.97,No
VOS3-GH76H6,Female,1,No,No,22,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.59,1936.56,Yes
HTJY-70N6V4,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,59.74,3393.87,No
HLCD-SOGGU2,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.78,2593.27,No
ZCXK-13H86K,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.33,515.19,No
97OJ-SMCL4C,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,41.55,1074.83,Yes
M2IM-FHAWGO,Male,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.09,3511.13,No
QA7S-P3Y1SC,Male,0,Yes,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.53,3378.87,No
6153-BVAP3G,Male,0,No,Yes,12,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25.81,319.09,No
ZT2W-EC06VB,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,90.31,0.0,No
S5SK-JT8482,Male,0,No,No,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.59,4709.99,No
6Y7Q-05GZS1,Female,1,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.32,1253.64,No
6THF-NJGOT2,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.67,958.71,No
YGCV-SFRLNZ,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),41.04,1672.55,No
TI2E-4FASQZ,Male,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,82.18,5558.74,No
6GFP-5NWWJ9,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,30.83,2135.23,No
DZ7F-37I8K4,Male,0,No,Yes,51,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,51.19,2641.19,No
IU4F-WZSYFL,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.37,2181.97,No
47DZ-RNJ2N5,Male,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,60.75,2936.16,Yes
6OYX-KOQ7SU,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.51,0.0,No
UT81-5YGFTK,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,69.82,3193.29,Yes
688Q-BSBBPX,Female,0,No,No,12,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,89.18,1106.63,No
2047-SKE8KY,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),92.33,4789.18,No
LDDC-IAE5FB,Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.33,726.84,No
4CCK-W4TCFJ,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),93.36,670.2,No
77JU-I6HENH,Male,1,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),52.65,3466.35,No
UXRD-YCIZYY,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.56,1541.42,Yes
VC6N-Y34NSE,Male,1,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),105.11,2000.38,No
M41H-A4MBUP,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.1,488.22,No
18YI-2EOTKE,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.29,3508.48,No
1GS3-WLAKKN,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.65,622.21,No
IRJI-GPT201,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.54,4966.28,No
0NLC-XIFILS,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,83.09,2321.15,No
CJNI-2633ET,Female,0,Yes,No,24,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),43.12,937.52,No
VBZ8-6ODT5J,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,50.26,1715.16,No
WM25-7Q79P5,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,95.03,1312.91,Yes
YFB9-C7X47I,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,61.67,1713.96,No
ZSOK-CDVMM7,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.77,440.66,Yes
NCIH-EOWWSP,Female,1,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),59.26,2891.35,No
75WR-G7JOBO,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),71.53,3081.73,No
0KWO-S3YTK4,Male,0,No,No,65,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,37.78,2504.91,No
ZGW8-0EZUMV,Male,1,No,No,67,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.0,1219.2,Yes
P9UX-1WA8J3,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.18,3576.76,Yes
M3KH-2B6WOC,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,54.56,1166.66,No
7HDI-JT5C1V,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.85,4730.94,No
YNYU-P7RTGI,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60.45,2330.53,No
BYMF-R2BZSS,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.53,4985.4,No
ZE0T-VP3VPI,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,79.52,5347.58,Yes
B4XM-9SWGE0,Male,1,Yes,No,47,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),62.06,3135.36,No
LIZI-4RWV5M,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.89,4066.46,No
20S1-YEAUQA,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),69.07,3343.49,Yes
SGSN-FWAC7I,Female,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,58.81,2917.18,No
HUAF-KLPFH5,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,69.61,2258.25,No
7JCT-GIPKJS,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,66.36,2981.0,Yes
1UJO-Y43GE8,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.93,1580.82,No
C8RH-YONQ86,Female,0,No,Yes,63,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.88,7664.2,Yes
WOSE-21LBWH,Male,1,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,55.1,599.12,Yes
ZMOT-2POC6H,Male,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),29.45,1513.68,No
YLIM-HU27B1,Female,1,Yes,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),96.31,6280.16,No
5IWO-34WA4B,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),69.63,930.97,No
HN1R-C6OFIX,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.14,2341.07,No
HM7E-N4WV6W,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.1,4226.06,Yes
IY9E-5M34Z3,Male,0,No,No,71,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,65.64,4655.37,No
PQY2-M9FEM7,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,70.64,2097.29,No
EJ8O-RN9VVB,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),72.1,282.74,No
DCR3-SOEINB,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.83,1697.61,No
2ZNO-W8DUU7,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.91,4827.75,Yes
